isKilled,status,numberOfTestsRun,sourceFile,mutatedClass,mutatedMethod,methodDescription,lineNumber,mutator,killingTest,description
KILLED,true,1,ExpressionBuilder.java,net.objecthunter.exp4j.ExpressionBuilder,variable,Lnet/objecthunter/exp4j/ExpressionBuilder;,117,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testUnicodeVariable1,mutated return of Object value for net/objecthunter/exp4j/ExpressionBuilder::variable to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,ExpressionBuilder.java,net.objecthunter.exp4j.ExpressionBuilder,variables,Lnet/objecthunter/exp4j/ExpressionBuilder;,97,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testVarMap,mutated return of Object value for net/objecthunter/exp4j/ExpressionBuilder::variables to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,ExpressionBuilder.java,net.objecthunter.exp4j.ExpressionBuilder,variables,Lnet/objecthunter/exp4j/ExpressionBuilder;,107,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testSameVariableAndBuiltinFunctionName,mutated return of Object value for net/objecthunter/exp4j/ExpressionBuilder::variables to ( if (x != null) null else throw new RuntimeException )
SURVIVED,false,203,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,<init>,V,37,ConditionalsBoundaryMutator,,changed conditional boundary
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,<init>,V,37,NegateConditionalsMutator,net.objecthunter.exp4j.ArrayStackTest.testPopNoData,negated conditional
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,isEmpty,Z,71,NegateConditionalsMutator,net.objecthunter.exp4j.ArrayStackTest.testIsEmpty,negated conditional
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,isEmpty,Z,71,ReturnValsMutator,net.objecthunter.exp4j.ArrayStackTest.testIsEmpty,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,peek,D,57,NegateConditionalsMutator,net.objecthunter.exp4j.ArrayStackTest.testPeek,negated conditional
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,peek,D,60,ReturnValsMutator,net.objecthunter.exp4j.ArrayStackTest.testPeek,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/ArrayStack::peek
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,pop,D,67,MathMutator,net.objecthunter.exp4j.ArrayStackTest.testSize,Replaced integer subtraction with addition
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,pop,D,64,NegateConditionalsMutator,net.objecthunter.exp4j.ArrayStackTest.testPopNoData,negated conditional
KILLED,true,5,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,pop,D,67,ReturnValsMutator,net.objecthunter.exp4j.ArrayStackTest.testPop3,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/ArrayStack::pop
KILLED,true,6,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,push,V,47,MathMutator,net.objecthunter.exp4j.ArrayStackTest.testPeek2,Replaced integer addition with subtraction
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,push,V,48,MathMutator,net.objecthunter.exp4j.ArrayStackTest.testPeek2,Replaced double multiplication with division
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,push,V,48,MathMutator,net.objecthunter.exp4j.ArrayStackTest.testPeek2,Replaced integer addition with subtraction
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,push,V,53,MathMutator,net.objecthunter.exp4j.ArrayStackTest.testPushNoSize,Replaced integer addition with subtraction
SURVIVED,false,197,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,push,V,47,NegateConditionalsMutator,,negated conditional
SURVIVED,false,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,push,V,49,VoidMethodCallMutator,,removed call to java/lang/System::arraycopy
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,size,I,75,MathMutator,net.objecthunter.exp4j.ArrayStackTest.testPushNoSize,Replaced integer addition with subtraction
KILLED,true,1,ArrayStack.java,net.objecthunter.exp4j.ArrayStack,size,I,75,ReturnValsMutator,net.objecthunter.exp4j.ArrayStackTest.testPushNoSize,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,2,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,90,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionTest.testExpression1,negated conditional
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,96,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization6,negated conditional
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,91,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testGetVariableNames1,mutated return of Object value for net/objecthunter/exp4j/operator/Operators::getBuiltinOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,93,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,mutated return of Object value for net/objecthunter/exp4j/operator/Operators::getBuiltinOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,97,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization10,mutated return of Object value for net/objecthunter/exp4j/operator/Operators::getBuiltinOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,99,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization6,mutated return of Object value for net/objecthunter/exp4j/operator/Operators::getBuiltinOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,102,ReturnValsMutator,net.objecthunter.exp4j.shuntingyard.ShuntingYardTest.testShuntingYard2,mutated return of Object value for net/objecthunter/exp4j/operator/Operators::getBuiltinOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,104,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression57,mutated return of Object value for net/objecthunter/exp4j/operator/Operators::getBuiltinOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,106,ReturnValsMutator,net.objecthunter.exp4j.shuntingyard.ShuntingYardTest.testShuntingYard4,mutated return of Object value for net/objecthunter/exp4j/operator/Operators::getBuiltinOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,108,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression61,mutated return of Object value for net/objecthunter/exp4j/operator/Operators::getBuiltinOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators,getBuiltinOperator,Lnet/objecthunter/exp4j/operator/Operator;,110,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testOperatorFactorial2,mutated return of Object value for net/objecthunter/exp4j/operator/Operators::getBuiltinOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,UnknownFunctionOrVariableException.java,net.objecthunter.exp4j.tokenizer.UnknownFunctionOrVariableException,getExpression,Ljava/lang/String;,48,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerUnknownTokenOrVariableTest.testTokenizationOfUnknownFunction2Details,mutated return of Object value for net/objecthunter/exp4j/tokenizer/UnknownFunctionOrVariableException::getExpression to ( if (x != null) null else throw new RuntimeException )
NO_COVERAGE,false,0,UnknownFunctionOrVariableException.java,net.objecthunter.exp4j.tokenizer.UnknownFunctionOrVariableException,getMessage,Ljava/lang/String;,41,ReturnValsMutator,,mutated return of Object value for net/objecthunter/exp4j/tokenizer/UnknownFunctionOrVariableException::getMessage to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,UnknownFunctionOrVariableException.java,net.objecthunter.exp4j.tokenizer.UnknownFunctionOrVariableException,getPosition,I,62,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerUnknownTokenOrVariableTest.testTokenizationOfUnknownFunction2Details,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,UnknownFunctionOrVariableException.java,net.objecthunter.exp4j.tokenizer.UnknownFunctionOrVariableException,getToken,Ljava/lang/String;,55,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerUnknownTokenOrVariableTest.testTokenizationOfUnknownFunction2Details,mutated return of Object value for net/objecthunter/exp4j/tokenizer/UnknownFunctionOrVariableException::getToken to ( if (x != null) null else throw new RuntimeException )
SURVIVED,false,11,UnknownFunctionOrVariableException.java,net.objecthunter.exp4j.tokenizer.UnknownFunctionOrVariableException,token,Ljava/lang/String;,32,ConditionalsBoundaryMutator,,changed conditional boundary
KILLED,true,1,UnknownFunctionOrVariableException.java,net.objecthunter.exp4j.tokenizer.UnknownFunctionOrVariableException,token,Ljava/lang/String;,30,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerUnknownTokenOrVariableTest.testTokenizationOfUnknownFunction2Details,Replaced integer addition with subtraction
KILLED,true,1,UnknownFunctionOrVariableException.java,net.objecthunter.exp4j.tokenizer.UnknownFunctionOrVariableException,token,Ljava/lang/String;,30,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerUnknownTokenOrVariableTest.testTokenizationOfUnknownFunction2Details,Replaced integer subtraction with addition
KILLED,true,1,UnknownFunctionOrVariableException.java,net.objecthunter.exp4j.tokenizer.UnknownFunctionOrVariableException,token,Ljava/lang/String;,32,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerUnknownTokenOrVariableTest.testTokenizationOfUnknownFunction2Details,negated conditional
KILLED,true,1,UnknownFunctionOrVariableException.java,net.objecthunter.exp4j.tokenizer.UnknownFunctionOrVariableException,token,Ljava/lang/String;,36,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerUnknownTokenOrVariableTest.testTokenizationOfUnknownFunction2Details,mutated return of Object value for net/objecthunter/exp4j/tokenizer/UnknownFunctionOrVariableException::token to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operator.java,net.objecthunter.exp4j.operator.Operator,getNumOperands,I,131,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testExpression1,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Operator.java,net.objecthunter.exp4j.operator.Operator,getPrecedence,I,108,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Operator.java,net.objecthunter.exp4j.operator.Operator,getSymbol,Ljava/lang/String;,123,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testInvalidOperator1,mutated return of Object value for net/objecthunter/exp4j/operator/Operator::getSymbol to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operator.java,net.objecthunter.exp4j.operator.Operator,isAllowedOperatorChar,Z,88,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testInvalidOperator1,negated conditional
KILLED,true,1,Operator.java,net.objecthunter.exp4j.operator.Operator,isAllowedOperatorChar,Z,89,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Operator.java,net.objecthunter.exp4j.operator.Operator,isAllowedOperatorChar,Z,92,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testInvalidOperator1,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Operator.java,net.objecthunter.exp4j.operator.Operator,isLeftAssociative,Z,100,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization7,replaced return of integer sized value with (x == 0 ? 1 : 0)
SURVIVED,false,1,Functions.java,net.objecthunter.exp4j.function.Functions$23,apply,D,188,ConditionalsBoundaryMutator,,changed conditional boundary
SURVIVED,false,1,Functions.java,net.objecthunter.exp4j.function.Functions$23,apply,D,190,ConditionalsBoundaryMutator,,changed conditional boundary
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$23,apply,D,188,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testSignum,negated conditional
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$23,apply,D,190,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testSignum,negated conditional
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$23,apply,D,189,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testSignum,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$23::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$23,apply,D,191,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testSignum,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$23::apply
NO_COVERAGE,false,0,Functions.java,net.objecthunter.exp4j.function.Functions$23,apply,D,193,ReturnValsMutator,,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$23::apply
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$6,apply,D,67,MathMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression9,Replaced double division with multiplication
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$6,apply,D,64,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression57,negated conditional
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$6,apply,D,67,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression9,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/operator/Operators$6::apply
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$8,apply,D,82,MathMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression29,Replaced double modulus with multiplication
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$8,apply,D,79,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression61,negated conditional
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$8,apply,D,82,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression29,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/operator/Operators$8::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$4,apply,D,74,MathMutator,net.objecthunter.exp4j.ExpressionTest.testCotangent1,Replaced double division with multiplication
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$4,apply,D,71,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionTest.testInvalidCotangent1,negated conditional
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$4,apply,D,74,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testCotangent1,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$4::apply
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$5,apply,D,58,MathMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression68,Replaced double multiplication with division
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$5,apply,D,58,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression68,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/operator/Operators$5::apply
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$3,apply,D,46,InvertNegsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinus,removed negation
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$3,apply,D,46,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinus,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/operator/Operators$3::apply
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$2,apply,D,40,MathMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression13,Replaced double subtraction with addition
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$2,apply,D,40,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression13,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/operator/Operators$2::apply
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$1,apply,D,34,MathMutator,net.objecthunter.exp4j.ExpressionTest.testExpression1,Replaced double addition with subtraction
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$1,apply,D,34,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testExpression1,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/operator/Operators$1::apply
KILLED,true,1,ValidationResult.java,net.objecthunter.exp4j.ValidationResult,getErrors,Ljava/util/List;,50,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder7,mutated return of Object value for net/objecthunter/exp4j/ValidationResult::getErrors to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,ValidationResult.java,net.objecthunter.exp4j.ValidationResult,isValid,Z,42,ReturnValsMutator,net.objecthunter.exp4j.ExpressionValidateTest.testValidateNumber,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$6,apply,D,86,MathMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression64,Replaced double division with multiplication
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$6,apply,D,86,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression64,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$6::apply
KILLED,true,1,OperatorToken.java,net.objecthunter.exp4j.tokenizer.OperatorToken,<init>,V,32,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionTest.testGetVariableNames1,negated conditional
KILLED,true,1,OperatorToken.java,net.objecthunter.exp4j.tokenizer.OperatorToken,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,43,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testExpression1,mutated return of Object value for net/objecthunter/exp4j/tokenizer/OperatorToken::getOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$4,apply,D,52,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testUnaryMinusSpaces,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/operator/Operators$4::apply
KILLED,true,1,VariableToken.java,net.objecthunter.exp4j.tokenizer.VariableToken,getName,Ljava/lang/String;,29,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testGetVariableNames1,mutated return of Object value for net/objecthunter/exp4j/tokenizer/VariableToken::getName to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Token.java,net.objecthunter.exp4j.tokenizer.Token,getType,I,37,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testGetVariableNames1,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$19,apply,D,164,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction5,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$19::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$18,apply,D,158,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction18,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$18::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$15,apply,D,140,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction19,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$15::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$14,apply,D,134,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction17,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$14::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$17,apply,D,152,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction21,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$17::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$16,apply,D,146,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression58,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$16::apply
KILLED,true,1,FunctionToken.java,net.objecthunter.exp4j.tokenizer.FunctionToken,getFunction,Lnet/objecthunter/exp4j/function/Function;,28,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testExpression2,mutated return of Object value for net/objecthunter/exp4j/tokenizer/FunctionToken::getFunction to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$11,apply,D,116,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction15,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$11::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$10,apply,D,110,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction13,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$10::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$13,apply,D,128,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction9,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$13::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$12,apply,D,122,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction12,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$12::apply
KILLED,true,1,Operators.java,net.objecthunter.exp4j.operator.Operators$7,apply,D,73,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression13,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/operator/Operators$7::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$3,apply,D,64,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction7,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$3::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$5,apply,D,80,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testExpression2,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$5::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$1,apply,D,52,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder07,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$1::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$2,apply,D,58,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder2,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$2::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$7,apply,D,92,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression63,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$7::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$8,apply,D,98,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testFunction23,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$8::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$9,apply,D,104,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction6,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$9::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$22,apply,D,182,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction14,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$22::apply
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$21,apply,D,176,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixFunction16,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$21::apply
KILLED,true,1,NumberToken.java,net.objecthunter.exp4j.tokenizer.NumberToken,getValue,D,42,ReturnValsMutator,net.objecthunter.exp4j.ExpressionTest.testExpression1,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/tokenizer/NumberToken::getValue
KILLED,true,1,Functions.java,net.objecthunter.exp4j.function.Functions$20,apply,D,170,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testFunction24,replaced return of double value with -(x + 1) for net/objecthunter/exp4j/function/Functions$20::apply
KILLED,true,1,Expression.java,net.objecthunter.exp4j.Expression$1,call,Ljava/lang/Double;,176,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testDocumentationExample2,mutated return of Object value for net/objecthunter/exp4j/Expression$1::call to ( if (x != null) null else throw new RuntimeException )
