isKilled,status,numberOfTestsRun,sourceFile,mutatedClass,mutatedMethod,methodDescription,lineNumber,mutator,killingTest,description
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getFunction,Lnet/objecthunter/exp4j/function/Function;,186,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization12,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getFunction,Lnet/objecthunter/exp4j/function/Function;,189,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization12,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getFunction,Lnet/objecthunter/exp4j/function/Function;,192,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization12,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::getFunction to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,223,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,226,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,226,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,228,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,negated conditional
KILLED,true,2,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,232,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization11,negated conditional
KILLED,true,2,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,232,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization11,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,234,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization7,negated conditional
KILLED,true,2,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,236,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization10,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,236,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization7,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,236,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization7,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,getOperator,Lnet/objecthunter/exp4j/operator/Operator;,244,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::getOperator to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,hasNext,Z,66,ConditionalsBoundaryMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,changed conditional boundary
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,hasNext,Z,66,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,hasNext,Z,66,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isAlphabetic,Z,277,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isArgumentSeparator,Z,129,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isArgumentSeparator,Z,129,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isCloseParentheses,Z,147,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isCloseParentheses,Z,147,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isCloseParentheses,Z,147,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isCloseParentheses,Z,147,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isEndOfExpression,Z,288,ConditionalsBoundaryMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,changed conditional boundary
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isEndOfExpression,Z,288,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isEndOfExpression,Z,288,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isNumeric,Z,272,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isNumeric,Z,272,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,negated conditional
KILLED,true,3,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isNumeric,Z,272,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization3,negated conditional
KILLED,true,4,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isNumeric,Z,272,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization20,negated conditional
KILLED,true,5,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isNumeric,Z,272,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization11,negated conditional
KILLED,true,34,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isNumeric,Z,272,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression42,negated conditional
KILLED,true,28,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isNumeric,Z,272,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpressionBuilder12,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isNumeric,Z,272,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isOpenParentheses,Z,143,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isOpenParentheses,Z,143,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isOpenParentheses,Z,143,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isOpenParentheses,Z,143,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isVariableOrFunctionCharacter,Z,281,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,5,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isVariableOrFunctionCharacter,Z,282,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization18,negated conditional
KILLED,true,10,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isVariableOrFunctionCharacter,Z,282,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerUnknownTokenOrVariableTest.testTokenizationOfUnknownFunction2Details,negated conditional
KILLED,true,10,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isVariableOrFunctionCharacter,Z,282,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerUnknownTokenOrVariableTest.testTokenizationOfUnknownFunction2Details,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,isVariableOrFunctionCharacter,Z,281,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,replaced return of integer sized value with (x == 0 ? 1 : 0)
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,72,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization22,Replaced integer addition with subtraction
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,71,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,74,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,negated conditional
KILLED,true,2,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,74,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization2,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,75,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,76,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,negated conditional
KILLED,true,73,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,78,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression69,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,78,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,79,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization12,negated conditional
KILLED,true,7,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,80,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression69,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,81,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization19,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,88,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,90,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,11,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,91,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression52,negated conditional
KILLED,true,53,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,91,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression80,negated conditional
KILLED,true,2,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,92,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization22,negated conditional
KILLED,true,36,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,93,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testPostfixParanthesis,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,94,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization12,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,95,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression80,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,101,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,103,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,105,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,173,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,105,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression33,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,107,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,47,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,107,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression68,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,108,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization21,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,109,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization21,negated conditional
KILLED,true,4,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,110,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression68,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,111,NegateConditionalsMutator,net.objecthunter.exp4j.ExpressionValidateTest.testValidateFunctionWithThreeArguments,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,84,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression69,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::nextToken to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,87,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::nextToken to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,89,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization19,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::nextToken to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,98,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression80,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::nextToken to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,100,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization12,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::nextToken to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,102,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization12,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::nextToken to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,104,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::nextToken to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,114,ReturnValsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression68,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::nextToken to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,nextToken,Lnet/objecthunter/exp4j/tokenizer/Token;,116,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::nextToken to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseArgumentSeparatorToken,Lnet/objecthunter/exp4j/tokenizer/Token;,123,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization19,Replaced integer addition with subtraction
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseArgumentSeparatorToken,Lnet/objecthunter/exp4j/tokenizer/Token;,125,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization19,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::parseArgumentSeparatorToken to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,173,IncrementsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,Changed increment from 1 to -1
NO_COVERAGE,false,0,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,157,MathMutator,,Replaced integer addition with subtraction
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,159,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,Replaced integer addition with subtraction
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,159,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,Replaced integer subtraction with addition
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,174,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,Replaced integer addition with subtraction
KILLED,true,2,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,174,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization12,Replaced integer subtraction with addition
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,179,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,Replaced integer addition with subtraction
KILLED,true,2,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,156,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization12,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,160,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,161,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,163,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,163,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,168,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization12,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,176,NegateConditionalsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,negated conditional
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseFunctionOrVariable,Lnet/objecthunter/exp4j/tokenizer/Token;,181,ReturnValsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization13,mutated return of Object value for net/objecthunter/exp4j/tokenizer/Tokenizer::parseFunctionOrVariable to ( if (x != null) null else throw new RuntimeException )
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseNumberToken,Lnet/objecthunter/exp4j/tokenizer/Token;,258,IncrementsMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,Changed increment from 1 to -1
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseNumberToken,Lnet/objecthunter/exp4j/tokenizer/Token;,264,IncrementsMutator,net.objecthunter.exp4j.ExpressionBuilderTest.testExpression67,Changed increment from -1 to 1
KILLED,true,4,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseNumberToken,Lnet/objecthunter/exp4j/tokenizer/Token;,250,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization5,Replaced integer addition with subtraction
SURVIVED,false,207,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseNumberToken,Lnet/objecthunter/exp4j/tokenizer/Token;,251,MathMutator,,Replaced integer addition with subtraction
KILLED,true,1,Tokenizer.java,net.objecthunter.exp4j.tokenizer.Tokenizer,parseNumberToken,Lnet/objecthunter/exp4j/tokenizer/Token;,255,MathMutator,net.objecthunter.exp4j.tokenizer.TokenizerTest.testTokenization1,Replaced integer addition with subtraction
