,numCovered,numTestsCover,mutantAssert,classAssert,mmCOMP,mmNOCL,mmNOS,mmHLTH,mmHVOC,mmHEFF,mmHBUG,mmCREF,mmXMET,mmLMET,mmNLOC,mmNOC,mmNOA,mmMOD,mmHDIF,mmVDEC,mmEXCT,mmEXCR,mmCAST,mmTDN,mmHVOL,mmNAND,mmVREF,mmNOPR,mmMDN,mmNEXP,mmLOOP,ccNoMethods,ccLCOM,ccAVCC,ccNOS,ccHBUG,ccHEFF,ccUWCS,ccINST,ccPACK,ccRFC,ccCBO,ccMI,ccCCML,ccNLOC,ccRVF,ccF-IN,ccDIT,ccMINC,ccS-R,ccR-R,ccCOH,ccLMC,ccLCOM2,ccMAXCC,ccHVOL,ccHIER,ccNQU,ccFOUT,ccSIX,ccEXT,ccNSUP,ccTCC,ccNSUB,ccMPC,ccNCO,ccINTR,ccCCOM,ccHLTH,ccMOD,ppNoClasses,ppNOS,ppAVCC,ppHBUG,ppHEFF,ppHLTH,ppHVOL,ppMI,ppCCML,ppNLOC,ppRVF,ppTCC,ppCCOM,ppINST,ppDIST,ppFIN,ppNoMethods,ppMINC,ppABST,ppMAXCC,ppFOUT,operator,methodReturn,fullclass,fullmethod,mscore
250,14230.579222720478,9.993273542600896,10.419282511210762,358.31240657698055,5.864723467862481,16.315396113602393,21.08221225710015,161.20403587443946,38.71599402092676,49413.70091180852,0.30573243647234566,2.8804185351270553,3.5186846038863977,1.3393124065769806,26.192825112107624,4.424514200298954,2.321375186846039,1.3968609865470851,29.81144992526153,4.828849028400598,0.11210762331838565,0.04110612855007474,0.07399103139013453,5.461883408071749,917.988692077727,73.73243647234679,35.37892376681614,87.47159940209268,2.0739910313901344,34.62780269058296,1.2294469357249627,65.78624813153961,0.17813901345291566,2.9493273542600575,444.9028400597907,4.988923766816179,319122.68627802824,71.05455904334828,5.26831091180867,5.3991031390134525,66.27428998505232,11.084454409566517,83.05896113602313,665.6270553064275,586.9155455904335,28.34678624813154,9.278026905829597,1.204035874439462,107.40005979073126,0.30601644245141996,0.0820926756352765,0.1909865470852007,12.238415545590433,436.81240657698055,9.23542600896861,14968.965575485843,1.1599402092675635,59.43946188340807,2.2503736920777277,0.0016965620328849031,0.4880418535127055,0.2040358744394619,155.5605381165919,0.33557548579970103,0.4880418535127055,6.34678624813154,0.594170403587444,104.56801195814649,3103.0500747384153,1.0582959641255605,52.56502242152467,4754.047085201793,1.7332660687593557,61.85760837070364,3693374.7680418068,37037.99177877429,185560.91681614218,72.46098654708386,3840.4686098654706,6194.740657698057,13.228699551569507,952.1494768310912,794.0313901345291,0.5936397608370642,0.3194843049327341,1.100896860986547,550.7929745889387,106.15598654708575,0.09238415545590345,20.982062780269057,1.6517189835575485,1.0,1.0,0.95,0.8876811594202898,0.9964114832535885
251,11417.11509715994,10.211509715994021,10.842301943198803,348.2944693572496,5.870702541106128,16.579222720478327,21.05680119581465,162.16143497757847,38.7017937219731,50323.276390134444,0.3075859491778763,2.899850523168909,3.521674140508221,1.3109118086696563,26.257847533632287,4.478325859491779,2.320627802690583,1.4028400597907325,29.95896113602384,4.798206278026906,0.12331838565022421,0.03662182361733931,0.0687593423019432,5.486547085201794,923.6414349775772,74.19058295964126,35.69730941704036,87.97085201793722,2.0762331838565022,34.91405082212257,1.2286995515695067,64.1696562032885,0.16457399103139086,2.9315844544095344,434.49775784753365,4.88457399103142,315185.3033931249,69.39760837070254,5.227952167414051,5.411808669656203,64.66741405082212,10.8796711509716,83.05005231688988,650.4028400597907,573.9050822122571,28.07100149476831,9.079222720478326,1.2197309417040358,107.53143497757735,0.3165844544095665,0.08547085201793721,0.19383408071748787,11.989536621823618,427.38191330343795,9.213751868460388,14655.820926756393,1.1315396113602392,57.92526158445441,2.233931240657698,0.0017713004484304937,0.4977578475336323,0.21973094170403587,151.78550074738416,0.3505231689088191,0.4977578475336323,6.244394618834081,0.5822122571001495,102.16218236173393,3035.6890881913305,1.0732436472346787,52.152466367713004,4700.8878923766815,1.7307174887892507,61.120426008969616,3646446.4809192377,36599.511210762335,183349.3742825099,72.36829596412429,3800.5515695067265,6125.643497757847,13.195067264573991,941.3385650224216,785.103139013453,0.5910986547085141,0.32100896860986416,1.1076233183856503,544.6345291479821,106.21726457399154,0.0932511210762323,20.8609865470852,1.6434977578475336,1.0,1.0,0.9833333333333333,0.9094202898550725,0.9898325358851675
252,13757.585201793721,10.335575485799701,11.179372197309418,351.43796711509714,5.81763826606876,16.449177877428998,20.798953662182363,159.06801195814649,38.48579970104634,48586.981554558915,0.3011061285500739,2.8475336322869955,3.4618834080717487,1.2795216741405082,25.8355754857997,4.433482810164424,2.3161434977578477,1.3968609865470851,29.551390134529107,4.726457399103139,0.11360239162929746,0.04110612855007474,0.07324364723467862,5.418535127055306,904.1348056801179,72.77578475336323,34.92526158445441,86.29222720478326,2.0762331838565022,34.1270553064275,1.204035874439462,64.68684603886398,0.1744843049327364,2.939289985052288,438.6083707025411,4.926816143497788,316107.6510388651,69.93423019431988,5.247384155455904,5.425261584454409,65.18011958146488,10.976083707025412,83.55341554558942,656.4992526158445,578.9334828101644,28.34454409566517,9.156203288490284,1.2167414050822123,107.3899476831078,0.3118535127055306,0.08464125560538113,0.1922795216741393,11.988789237668161,422.32286995515693,9.221225710014947,14782.569940209321,1.155455904334828,58.46711509715994,2.2503736920777277,0.0022795216741405082,0.49327354260089684,0.21674140508221226,153.1846038863976,0.3452914798206278,0.49327354260089684,6.219730941704036,0.5799701046337817,102.72944693572497,3062.218236173393,1.0672645739910314,52.473094170403584,4740.611360239163,1.7330418535127177,61.675052316892,3683447.31134525,36928.69730941704,185013.25109865356,72.4344095665159,3830.7795216741406,6177.178624813154,13.236173393124066,949.3766816143498,791.7772795216741,0.593004484304927,0.31995515695067134,1.102391629297459,549.1913303437967,106.15769058296016,0.09251121076233093,20.952167414050823,1.649476831091181,1.0,1.0,1.0,0.9311594202898551,0.9886363636363636
253,13746.855007473841,10.011958146487295,10.757847533632287,356.3811659192825,5.784005979073243,16.06875934230194,20.559790732436472,157.72421524663676,38.337070254110614,47759.52376681606,0.2986472346786242,2.8632286995515694,3.4708520179372195,1.3198804185351272,25.61136023916293,4.314648729446936,2.294469357249626,1.4013452914798206,29.16769805680111,4.6307922272047835,0.11883408071748879,0.042600896860986545,0.07922272047832586,5.3796711509716,896.7589611360222,71.98430493273543,34.38789237668161,85.73991031390135,2.0470852017937218,33.75411061285501,1.1913303437967115,65.52466367713005,0.17153213751868554,2.917197309417009,443.17563527653215,4.970082212257136,316398.5500597919,70.78699551569507,5.262331838565022,5.478325859491779,66.01195814648729,11.041106128550075,82.63708520179294,662.0717488789238,585.0455904334829,27.96935724962631,9.236173393124066,1.2219730941704037,107.65721225709882,0.2854484304932735,0.08750373692077724,0.19511958146487182,12.162182361733931,432.44469357249625,9.134529147982063,14912.4140209268,1.1778774289985052,59.219730941704036,2.2466367713004485,0.0021449925261584455,0.4872944693572496,0.2219730941704036,154.99028400597908,0.31988041853512705,0.4872944693572496,6.304932735426009,0.5852017937219731,103.91180866965621,3091.4708520179374,1.0657698056801195,52.68385650224215,4779.963378176382,1.7312705530642873,62.15633781763938,3693525.1462480817,37222.90881913304,186457.06899103007,72.44306427503605,3854.980568011958,6228.986547085202,13.101644245142003,957.5724962630792,798.1165919282511,0.5938938714499198,0.31917040358744236,1.1046337817638265,554.0784753363229,106.23037369207826,0.09245889387144895,21.017937219730943,1.65695067264574,1.0,1.0,0.95,0.8985507246376812,0.9898325358851675
254,11398.374439461883,10.194319880418535,10.357997010463379,347.68684603886396,5.775037369207773,16.361733931240657,20.651718983557547,158.15695067264573,38.43946188340807,47548.39351270543,0.2994917787742891,2.900597907324365,3.4962630792227203,1.2922272047832586,25.66965620328849,4.387144992526158,2.2840059790732434,1.4177877428998504,29.17960388639754,4.704783258594918,0.11733931240657698,0.043348281016442454,0.08295964125560538,5.360986547085202,899.1618460388631,72.21748878923766,34.32436472346786,85.93946188340807,2.0351270553064276,33.79671150971599,1.1995515695067265,63.993273542600896,0.17289985052316967,2.94849028400595,434.0179372197309,4.874790732436505,312257.2667862496,69.15620328849029,5.162929745889387,5.384902840059791,64.4798206278027,10.846038863976084,82.86787742899759,648.1890881913304,572.8759342301943,28.324364723467863,9.081464872944693,1.2249626307922272,107.37623318385532,0.3043796711509716,0.0883707025411061,0.1855979073243635,11.90881913303438,420.95216741405085,9.175635276532137,14626.349985052362,1.1741405082212257,57.813153961136024,2.194319880418535,0.0021225710014947685,0.48654708520179374,0.2249626307922272,151.57922272047833,0.3400597907324365,0.48654708520179374,6.180119581464873,0.5844544095665172,101.73094170403587,3029.3699551569507,1.0635276532137519,52.426008968609864,4717.502242152466,1.7360837070254227,61.36651718983667,3675911.950478284,36739.579970104634,184087.64134529026,72.29322869955033,3815.8878923766815,6146.014947683109,13.36322869955157,944.150971599402,787.7219730941704,0.5912257100149414,0.3223318385650207,1.1076233183856503,546.0164424514201,106.04650224215298,0.09180866965620241,20.89237668161435,1.6442451420029895,1.0,1.0,1.0,0.9130434782608695,0.9880382775119617
255,14014.9110612855,10.014947683109119,10.621823617339313,349.6046337817638,5.807922272047833,16.304185351270554,20.777279521674142,159.30418535127055,38.50074738415545,48608.03485799693,0.30180866965620184,2.890881913303438,3.4708520179372195,1.289237668161435,25.94170403587444,4.37219730941704,2.309417040358744,1.399850523168909,29.50146487294468,4.716741405082212,0.11659192825112108,0.04035874439461883,0.07847533632286996,5.414798206278027,906.246464872944,72.80866965620329,34.865470852017935,86.49551569506727,2.0530642750373693,34.18908819133034,1.204035874439462,64.41180866965621,0.1745889387145001,2.9237070254110336,436.12331838565024,4.897301943198835,313511.3559940221,69.60388639760838,5.192077727952167,5.422272047832586,64.89611360239162,10.881913303437967,83.1586023916285,651.8871449925261,575.8751868460389,28.01270553064275,9.109865470852018,1.21898355754858,107.62125560538018,0.30151718983557546,0.08701793721973093,0.19277279521674023,11.96711509715994,424.7062780269058,9.158445440956651,14693.882414050853,1.147982062780269,58.18385650224215,2.204035874439462,0.0019207772795216743,0.484304932735426,0.21898355754857998,152.42750373692078,0.3333333333333333,0.484304932735426,6.227952167414051,0.5822122571001495,102.39536621823618,3044.4813153961136,1.0665171898355754,52.464125560538115,4737.0,1.7332959641255732,61.61283258595031,3678280.6917862007,36891.85724962631,184826.58143497637,72.38080717488658,3827.53288490284,6172.2855007473845,13.239910313901346,948.5209267563528,791.0478325859492,0.5923692077727899,0.32069506726457225,1.1053811659192825,548.6943198804186,106.14680866965672,0.09236920777279428,20.935724962630793,1.648729446935725,1.0,1.0,1.0,0.9311594202898551,0.9904306220095693
256,12101.726457399103,10.094170403587444,11.090433482810164,345.4357249626308,5.9125560538116595,16.417040358744394,21.198056801195815,162.44992526158447,38.940956651718984,49805.36920029887,0.30846038863976016,2.920029895366218,3.59118086696562,1.344544095665172,26.550822122571002,4.4641255605381165,2.335575485799701,1.4028400597907325,29.785687593423,4.835575485799701,0.11958146487294469,0.04110612855007474,0.07399103139013453,5.538116591928251,926.2537443946192,74.28849028400597,35.60239162929746,88.16143497757848,2.10762331838565,34.85052316890882,1.210762331838565,63.676382660687594,0.16606128550074825,2.9549551569506436,431.796711509716,4.858071748878957,313493.82810164534,68.87443946188341,5.198056801195815,5.426008968609866,64.16218236173393,10.789237668161435,83.5480269058287,646.0680119581465,570.2339312406577,28.635276532137517,8.997757847533633,1.2197309417040358,107.30485799700931,0.31945440956651705,0.08576233183856499,0.1932735426008957,11.906576980568012,421.83632286995515,9.2406576980568,14576.323826606902,1.1659192825112108,57.45142002989537,2.21898355754858,0.00187593423019432,0.4857997010463378,0.21973094170403587,150.75635276532137,0.35276532137518685,0.4857997010463378,6.224962630792227,0.57847533632287,101.3677130044843,3017.814648729447,1.0680119581464873,52.30269058295964,4711.5822122571,1.7335575485799817,61.29248878923874,3667320.356868416,36697.763826606875,183865.57107623213,72.37750373691956,3810.9686098654706,6139.018684603886,13.29222720478326,943.3041853512706,786.9357249626308,0.5917339312406519,0.32107623318385475,1.1046337817638265,545.6292974588939,106.12872944693623,0.09258594917787644,20.89088191330344,1.6442451420029895,1.0,0.9,0.9666666666666667,0.8913043478260869,0.9886363636363636
257,15490.449177877428,10.368460388639761,10.395366218236173,347.4267563527653,5.813153961136024,15.973841554559044,20.864723467862483,159.02167414050822,38.62929745889387,48069.04266816137,0.30181614349775693,2.873692077727952,3.5680119581464873,1.360239162929746,25.934977578475337,4.320627802690583,2.289985052316891,1.3923766816143497,29.1968086696561,4.796711509715994,0.12257100149476831,0.03886397608370702,0.07324364723467862,5.398355754857997,906.259581464871,72.77952167414051,34.84454409566517,86.24215246636771,2.0807174887892375,33.92899850523169,1.204035874439462,64.4559043348281,0.17840807174887988,2.9149999999999707,435.2585949177877,4.8909715994021274,311933.3883781772,69.71748878923766,5.261584454409567,5.423766816143497,64.93647234678625,10.844544095665173,82.87736920777193,652.9319880418535,575.034379671151,28.046337817638268,9.057548579970105,1.2219730941704037,107.67318385650104,0.33303437967115085,0.08683109118086695,0.18980568011958024,12.088938714499253,430.7638266068759,9.242152466367713,14675.072219730993,1.156203288490284,58.11136023916293,2.218236173393124,0.0019955156950672644,0.48056801195814647,0.2219730941704036,152.11659192825113,0.36472346786248133,0.48056801195814647,6.344544095665172,0.5724962630792227,102.25037369207773,3040.846038863976,1.070254110612855,52.52466367713004,4748.4005979073245,1.7325261584454532,61.73271300448541,3675755.7386172935,36966.85799701046,185186.19764573872,72.33759342301816,3833.2825112107626,6187.247384155456,13.180119581464872,950.8333333333334,792.7473841554558,0.5921150971599344,0.321008968609864,1.109118086696562,550.1023916292975,106.17518684603938,0.09229446935724868,20.944693572496263,1.6509715994020926,1.0,1.0,1.0,0.9166666666666666,0.9946172248803827
258,16536.053811659192,10.179372197309418,10.300448430493274,342.21973094170403,5.727952167414051,15.980568011958146,20.442451420029894,156.8034379671151,38.289237668161434,46986.87976831078,0.296860986547084,2.8863976083707024,3.5186846038863977,1.3370702541106128,25.52167414050822,4.316890881913303,2.312406576980568,1.4118086696562033,28.93497757847533,4.628550074738415,0.1203288490284006,0.042600896860986545,0.07249626307922272,5.314648729446936,891.2380418535109,71.64275037369208,34.15695067264574,85.16068759342302,2.0328849028400597,33.51270553064275,1.163677130044843,63.31091180866966,0.1701121076233193,2.9218834080717184,428.29521674140506,4.811614349775823,308195.93328101764,68.53961136023916,5.228699551569507,5.433482810164424,63.79895366218236,10.713004484304932,83.1751345291471,640.8512705530643,565.6943198804186,28.056053811659194,8.935724962630792,1.2309417040358743,107.62850523168802,0.3053811659192824,0.09109865470852016,0.19461136023916187,11.911061285500747,425.7085201793722,9.150971599402093,14436.840164424548,1.2242152466367713,57.0186846038864,2.204783258594918,0.0019581464872944696,0.4880418535127055,0.23094170403587444,149.55829596412556,0.34080717488789236,0.4880418535127055,6.292227204783258,0.5762331838565022,100.75112107623319,2990.4245142002987,1.0575485799701045,52.455156950672645,4736.418535127055,1.7330119581464998,61.59492526158556,3674722.8603960685,36882.05904334828,184772.85300448313,72.36086696561908,3826.4073243647235,6171.542600896861,13.224962630792227,948.3893871449925,790.8893871449925,0.592115097159934,0.3209192825112093,1.1068759342301944,548.6390134529148,106.15540358744447,0.0923841554559034,20.929745889387146,1.648729446935725,1.0,1.0,0.9666666666666667,0.9202898550724637,0.9940191387559809
259,10752.088191330344,9.873692077727952,10.371449925261585,356.0979073243647,5.781763826606876,16.080717488789237,20.683109118086698,158.11808669656205,38.431988041853515,47700.240926756276,0.29931988041853397,2.8721973094170403,3.497757847533632,1.3198804185351272,25.81913303437967,4.337817638266069,2.304185351270553,1.391629297458894,29.346868460388617,4.67339312406577,0.11883408071748879,0.03886397608370702,0.07698056801195814,5.3841554559043345,898.7650074738395,72.23617339312406,34.54035874439462,85.88191330343797,2.06203288490284,33.79297458893871,1.1853512705530642,65.47533632286995,0.1689611360239171,2.902989536621792,443.57249626307924,4.979252615844571,317652.2646263087,70.69506726457399,5.219730941704036,5.449925261584454,65.94618834080717,11.027653213751869,82.31035874439354,662.3423019431988,585.4887892376681,27.82660687593423,9.238415545590433,1.2257100149476832,107.6269581464862,0.2905530642750374,0.08639760837070251,0.19113602391629167,12.156203288490284,429.3034379671151,9.171898355754857,14939.8310687594,1.1786248131539612,59.17937219730942,2.2294469357249627,0.0021150971599402093,0.47085201793721976,0.2257100149476831,155.07548579970106,0.3266068759342302,0.47085201793721976,6.2959641255605385,0.5874439461883408,103.9626307922272,3095.8408071748877,1.0710014947683109,52.553811659192824,4750.059790732436,1.7332959641255743,61.77177877429109,3682837.7364125038,36988.37892376682,185303.40441703913,72.36257100149344,3835.7675635276532,6189.3041853512705,13.213751868460388,951.1539611360239,793.1076233183857,0.5924962630792172,0.3207623318385635,1.1068759342301944,550.2406576980568,106.15124813154013,0.0921823617339303,20.955156950672645,1.6509715994020926,1.0,1.0,0.9666666666666667,0.9021739130434783,0.9886363636363636
