System,Package,Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF, F-IN, DIT, MINC, S-R, R-R, COH, LMC, LCOM2, MAXCC, HVOL, HIER, NQU, FOUT, Superclass, SIX, EXT, NSUP, TCC, NSUB, MPC, NCO, INTR, CCOM, HLTH, MOD
"","org.joda.time.convert","TestConverterManager$DurationConverter",2,0.00,1.00,5,0.02,199.32,2,0,34,2,0,144.03,0,4,3.00,0,1,144.03,0.00,0.00,0.00,0,2.00,1,66.44,0,2,0,java.lang.Object,0.00,0,0,2,0,0,0,0,0,20,1
"","org.joda.time.convert","TestConverterManager$DurationConverter_10",2,0.00,1.00,5,0.02,199.32,2,0,34,2,0,144.03,0,4,3.00,0,1,144.03,0.00,0.00,0.00,0,2.00,1,66.44,0,2,0,java.lang.Object,0.00,0,0,2,0,0,0,0,0,20,1
"","org.joda.time.convert","TestConverterManager$DurationConverter_9",2,0.00,1.00,5,0.02,199.32,2,0,34,2,0,144.03,0,4,3.00,0,1,144.03,0.00,0.00,0.00,0,2.00,1,66.44,0,2,0,java.lang.Object,0.00,0,0,2,0,0,0,0,0,20,1
"","org.joda.time.convert","TestConverterManager$InstantConverter",4,0.00,1.00,9,0.05,452.45,4,0,34,4,2,143.60,0,6,4.00,0,1,143.60,0.00,0.00,0.00,0,4.00,1,160.77,0,4,2,java.lang.Object,0.00,0,0,4,0,0,0,0,0,46,1
"","org.joda.time.convert","TestConverterManager$InstantConverter_1",4,0.00,1.00,9,0.05,452.45,4,0,34,4,2,143.60,0,6,4.00,0,1,143.60,0.00,0.00,0.00,0,4.00,1,160.77,0,4,2,java.lang.Object,0.00,0,0,4,0,0,0,0,0,46,1
"","org.joda.time.convert","TestConverterManager$InstantConverter_2",4,0.00,1.00,9,0.05,452.45,4,0,34,4,2,143.60,0,6,4.00,0,1,143.60,0.00,0.00,0.00,0,4.00,1,160.77,0,4,2,java.lang.Object,0.00,0,0,4,0,0,0,0,0,46,1
"","org.joda.time.convert","TestConverterManager$InstantConverter_3",4,0.00,1.00,9,0.05,452.45,4,0,34,4,2,143.60,0,6,4.00,0,1,143.60,0.00,0.00,0.00,0,4.00,1,160.77,0,4,2,java.lang.Object,0.00,0,0,4,0,0,0,0,0,46,1
"","org.joda.time.convert","TestConverterManager$InstantConverter_4",4,0.00,1.00,9,0.05,452.45,4,0,34,4,2,143.60,0,6,4.00,0,1,143.60,0.00,0.00,0.00,0,4.00,1,160.77,0,4,2,java.lang.Object,0.00,0,0,4,0,0,0,0,0,46,1
"","org.joda.time.convert","TestConverterManager$IntervalConverter",3,0.00,1.00,6,0.04,280.90,3,0,34,3,2,144.25,0,5,3.00,0,1,144.25,0.00,0.00,0.00,0,3.00,1,114.29,0,2,2,java.lang.Object,0.00,0,0,3,0,0,1,0,0,33,1
"","org.joda.time.convert","TestConverterManager$IntervalConverter_13",3,0.00,1.00,6,0.04,280.90,3,0,34,3,2,144.25,0,5,3.00,0,1,144.25,0.00,0.00,0.00,0,3.00,1,114.29,0,2,2,java.lang.Object,0.00,0,0,3,0,0,1,0,0,33,1
"","org.joda.time.convert","TestConverterManager$IntervalConverter_14",3,0.00,1.00,6,0.04,280.90,3,0,34,3,2,144.25,0,5,3.00,0,1,144.25,0.00,0.00,0.00,0,3.00,1,114.29,0,2,2,java.lang.Object,0.00,0,0,3,0,0,1,0,0,33,1
"","org.joda.time.convert","TestConverterManager$PartialConverter",5,0.00,1.00,11,0.08,729.17,5,0,34,5,4,142.73,0,7,5.00,0,1,142.73,0.00,0.00,0.00,0,5.00,1,245.84,0,5,4,java.lang.Object,0.00,0,0,5,0,0,0,0,0,66,1
"","org.joda.time.convert","TestConverterManager$PartialConverter_5",5,0.00,1.00,11,0.08,729.17,5,0,34,5,4,142.73,0,7,5.00,0,1,142.73,0.00,0.00,0.00,0,5.00,1,245.84,0,5,4,java.lang.Object,0.00,0,0,5,0,0,0,0,0,66,1
"","org.joda.time.convert","TestConverterManager$PartialConverter_6",5,0.00,1.00,11,0.08,729.17,5,0,34,5,4,142.73,0,7,5.00,0,1,142.73,0.00,0.00,0.00,0,5.00,1,245.84,0,5,4,java.lang.Object,0.00,0,0,5,0,0,0,0,0,66,1
"","org.joda.time.convert","TestConverterManager$PartialConverter_7",5,0.00,1.00,11,0.08,729.17,5,0,34,5,4,142.73,0,7,5.00,0,1,142.73,0.00,0.00,0.00,0,5.00,1,245.84,0,5,4,java.lang.Object,0.00,0,0,5,0,0,0,0,0,66,1
"","org.joda.time.convert","TestConverterManager$PartialConverter_8",5,0.00,1.00,11,0.08,729.17,5,0,34,5,4,142.73,0,7,5.00,0,1,142.73,0.00,0.00,0.00,0,5.00,1,245.84,0,5,4,java.lang.Object,0.00,0,0,5,0,0,0,0,0,66,1
"","org.joda.time.convert","TestConverterManager$PeriodConverter",3,0.00,1.00,6,0.03,256.40,3,0,34,3,3,144.56,0,5,3.00,0,1,144.56,0.00,0.00,0.00,0,3.00,1,104.49,0,2,3,java.lang.Object,0.00,0,0,3,0,0,1,0,0,31,1
"","org.joda.time.convert","TestConverterManager$PeriodConverter_11",3,0.00,1.00,6,0.03,256.40,3,0,34,3,3,144.56,0,5,3.00,0,1,144.56,0.00,0.00,0.00,0,3.00,1,104.49,0,2,3,java.lang.Object,0.00,0,0,3,0,0,1,0,0,31,1
"","org.joda.time.convert","TestConverterManager$PeriodConverter_12",3,0.00,1.00,6,0.03,256.40,3,0,34,3,3,144.56,0,5,3.00,0,1,144.56,0.00,0.00,0.00,0,3.00,1,104.49,0,2,3,java.lang.Object,0.00,0,0,3,0,0,1,0,0,31,1
"","org.joda.time.convert","TestConverterManager$Policy",3,0.00,1.33,10,0.07,894.08,3,0,34,3,0,133.65,1,15,4.00,0,1,133.65,0.00,0.00,0.00,0,3.00,2,195.61,0,2,0,java.lang.Object,0.00,0,0,4,0,0,1,0,2,51,1
"","org.joda.time.convert","TestConverterManager$Policy_0",2,0.00,1.00,6,0.04,567.41,2,0,34,2,0,133.89,0,9,4.00,0,1,133.89,0.00,0.00,0.00,0,2.00,1,111.61,0,1,0,java.lang.Object,0.00,0,0,2,0,0,1,0,1,30,1
"","org.joda.time.convert","TestConverterSet",12,0.35,1.17,88,1.26,33481.04,18,6,12,13,9,112.31,11,113,14.00,1,2,112.31,0.00,0.50,0.49,1,0.00,2,3765.78,4,1,8,junit.framework.TestCase,0.00,1,1,14,0,1,11,0,7,785,1
"","org.joda.time.convert","TestConverterSet$Converter",1,0.00,1.00,3,0.01,116.27,1,0,12,1,0,136.94,0,3,3.00,0,1,136.94,0.00,0.00,0.00,0,1.00,1,33.22,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,10,1
"","org.joda.time.convert","TestConverterSet$Converter_0",1,0.00,1.00,3,0.01,116.27,1,0,12,1,0,136.94,0,3,3.00,0,1,136.94,0.00,0.00,0.00,0,1.00,1,33.22,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,10,1
"","org.joda.time.convert","TestConverterSet$Converter_1",1,0.00,1.00,3,0.01,116.27,1,0,12,1,0,136.94,0,3,3.00,0,1,136.94,0.00,0.00,0.00,0,1.00,1,33.22,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,10,1
"","org.joda.time.convert","TestConverterSet$Converter_2",1,0.00,1.00,3,0.01,116.27,1,0,12,1,0,136.94,0,3,3.00,0,1,136.94,0.00,0.00,0.00,0,1.00,1,33.22,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,10,1
"","org.joda.time.convert","TestConverterSet$Converter_3",1,0.00,1.00,3,0.01,116.27,1,0,12,1,0,136.94,0,3,3.00,0,1,136.94,0.00,0.00,0.00,0,1.00,1,33.22,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,10,1
"","org.joda.time.convert","TestConverterSet$Converter_4",1,0.00,1.00,3,0.01,116.27,1,0,12,1,0,136.94,0,3,3.00,0,1,136.94,0.00,0.00,0.00,0,1.00,1,33.22,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,10,1
"","org.joda.time.chrono","TestCopticChronology",24,0.05,1.42,440,8.97,803030.42,37,13,13,26,12,88.47,21,479,34.00,1,2,88.47,0.00,0.50,0.12,1,180.00,10,26920.96,3,1,12,junit.framework.TestCase,0.00,2,1,34,0,2,23,0,16,4910,1
"","org.joda.time.convert","TestDateConverter",11,0.02,1.00,48,0.66,14388.35,16,5,13,13,8,174.00,11,60,12.00,1,2,124.00,0.00,0.50,0.18,1,32.00,1,1988.53,1,1,7,junit.framework.TestCase,0.00,2,1,11,0,2,10,0,7,442,1
"","org.joda.time","TestDateMidnight_Basics",64,0.04,1.16,670,10.49,437385.19,87,23,21,66,30,103.47,39,766,21.00,1,2,103.47,0.00,0.50,0.09,2,684.00,3,31468.06,3,1,29,junit.framework.TestCase,0.00,2,1,74,0,2,63,0,30,6330,2
"","org.joda.time","TestDateMidnight_Basics$DateTimeFieldType",3,1.00,1.00,8,0.05,471.55,4,1,21,3,5,142.47,0,12,4.00,0,1,142.47,0.00,0.00,0.00,1,3.00,1,148.62,0,3,5,java.lang.Object,0.00,0,0,3,0,0,0,0,0,44,3
"","org.joda.time","TestDateMidnight_Basics$MockInstant",3,0.00,1.00,7,0.03,188.00,3,0,21,3,2,145.62,0,11,1.00,0,2,145.62,0.00,0.50,0.00,0,5.00,1,80.00,0,3,2,org.joda.time.base.AbstractInstant,0.06,0,1,3,0,0,0,0,0,28,0
"","org.joda.time","TestDateMidnight_Constructors",47,0.02,1.55,300,4.39,145539.76,62,15,9,48,12,154.27,134,403,22.00,1,2,114.38,0.00,0.50,0.09,1,964.00,8,13175.19,2,1,11,junit.framework.TestCase,0.00,1,1,73,0,1,46,0,47,2732,2
"","org.joda.time","TestDateMidnight_Properties",39,0.07,1.00,384,7.44,228489.28,49,10,6,41,11,105.73,26,437,32.00,1,2,105.73,0.00,0.50,0.03,1,212.00,1,22322.85,2,1,10,junit.framework.TestCase,0.00,2,1,39,0,2,38,0,15,4364,2
"","org.joda.time","TestDateTimeComparator",50,0.12,1.16,475,6.53,176122.76,66,16,14,51,9,107.68,221,631,19.00,1,2,107.44,0.00,0.50,0.18,4,506.00,3,19591.72,4,4,8,junit.framework.TestCase,0.00,1,1,58,0,1,46,0,128,3989,1
"","org.joda.time","TestDateTimeConstants",9,0.00,1.00,55,0.62,12596.16,9,0,2,9,2,167.20,17,64,9.00,1,2,117.20,0.00,0.50,0.00,1,9.00,1,1853.88,1,1,1,junit.framework.TestCase,0.00,0,1,9,0,0,8,0,5,411,1
"","org.joda.time","TestDateTimeConstants$DateTimeConstants",0,0.00,0.00,1,0.00,0.00,0,0,2,0,0,171.00,0,2,0.00,0,1,171.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0,0,java.lang.Object,0.00,0,0,0,0,0,0,0,0,0,1
"","org.joda.time","TestDateTimeFieldType",31,0.00,1.03,224,4.35,104923.60,31,0,8,31,4,111.67,7,258,56.00,1,2,111.67,0.00,0.50,0.00,3,31.00,2,13054.48,4,2,3,junit.framework.TestCase,0.00,0,1,32,0,0,29,0,4,2823,1
"","org.joda.time.format","TestDateTimeFormat",71,0.06,1.38,676,12.48,442454.63,81,10,13,72,13,105.45,67,846,26.00,1,2,105.45,0.00,0.50,0.16,2,0.00,9,37443.02,4,1,12,junit.framework.TestCase,0.00,1,1,98,0,1,70,0,64,6990,1
"","org.joda.time.format","TestDateTimeFormat$DateTimeFormat",0,0.00,0.00,1,0.00,0.00,0,0,13,0,0,171.00,1,2,0.00,0,1,171.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0,0,java.lang.Object,0.00,0,0,0,0,0,0,0,1,0,1
"","org.joda.time.format","TestDateTimeFormatStyle",26,0.12,1.31,255,5.22,147375.66,39,13,10,27,7,105.79,14,298,52.00,1,2,105.79,0.00,0.50,0.19,1,0.00,5,15645.12,4,1,6,junit.framework.TestCase,0.00,1,1,34,0,1,25,0,9,2975,1
"","org.joda.time.format","TestDateTimeFormatter",81,0.05,1.15,658,11.34,321400.91,96,15,20,84,19,108.94,38,820,25.00,1,2,108.94,0.00,0.50,0.11,1,1836.00,3,34025.08,5,1,18,junit.framework.TestCase,0.00,3,1,93,0,3,80,0,38,6835,1
"","org.joda.time.format","TestDateTimeFormatter$CustomDateTimePrinter",5,0.00,1.00,11,0.13,1132.38,5,0,20,5,4,141.23,0,19,22.00,0,1,141.23,0.00,0.00,0.00,0,5.00,1,390.19,0,1,4,java.lang.Object,0.00,0,0,5,0,0,4,1,0,96,2
"","org.joda.time.format","TestDateTimeFormatterBuilder",63,0.07,1.40,498,7.86,175974.65,70,7,12,64,9,112.26,35,631,25.00,1,2,112.26,0.00,0.50,0.07,2,1170.00,6,23588.65,3,1,8,junit.framework.TestCase,0.00,1,1,88,0,1,62,0,34,4590,1
"","org.joda.time.format","TestDateTimeParserBucket",21,0.25,1.00,200,3.54,148231.68,32,11,8,25,8,105.10,7,224,37.00,1,2,105.10,0.00,0.50,0.32,1,0.00,1,10629.20,1,1,7,junit.framework.TestCase,0.00,4,1,21,0,4,20,0,5,2102,1
"","org.joda.time.format","TestDateTimeParserBucket$DateTimeParser",2,0.00,1.00,7,0.06,850.62,2,0,8,2,2,132.50,0,10,4.00,0,1,132.50,0.00,0.00,0.00,0,2.00,1,182.12,0,2,2,java.lang.Object,0.00,0,0,2,0,0,0,0,0,44,1
"","org.joda.time","TestDateTimeUtils",29,0.04,1.38,249,3.77,146622.18,39,10,17,31,22,158.07,41,333,25.00,1,2,108.07,0.00,0.50,0.07,1,236.00,3,11314.22,3,1,21,junit.framework.TestCase,0.00,2,1,40,0,2,28,0,33,2263,1
"","org.joda.time","TestDateTimeUtils$AbstractInstant",2,0.00,1.00,5,0.02,120.00,2,0,17,2,1,145.77,0,8,1.00,0,1,145.77,0.00,0.00,0.00,0,2.00,1,48.00,0,2,1,java.lang.Object,0.00,0,0,2,0,0,0,0,1,16,1
"","org.joda.time","TestDateTimeUtils$DateTimeUtils",0,0.00,0.00,1,0.00,0.00,0,0,17,0,0,171.00,0,1,0.00,0,1,171.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0,0,java.lang.Object,0.00,0,0,0,0,0,0,0,0,0,1
"","org.joda.time","TestDateTimeUtils$MillisProvider",1,0.00,1.00,3,0.01,60.00,1,0,17,1,0,139.20,0,5,0.00,0,1,139.20,0.00,0.00,0.00,0,1.00,1,24.00,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,8,1
"","org.joda.time","TestDateTimeUtils$MillisProvider_1",1,0.00,1.00,3,0.01,60.00,1,0,17,1,0,139.20,0,5,0.00,0,1,139.20,0.00,0.00,0.00,0,1.00,1,24.00,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,0,0,8,1
"","org.joda.time","TestDateTimeUtils$MutableInterval",1,1.00,1.00,4,0.01,71.61,2,1,17,1,1,133.93,0,6,1.00,0,1,133.93,0.00,0.00,0.00,0,1.00,1,35.61,0,1,1,java.lang.Object,0.00,0,0,1,0,0,0,0,1,13,3
"","org.joda.time","TestDateTimeUtils$Policy",3,0.00,1.33,10,0.07,894.08,3,0,17,3,0,133.65,1,15,4.00,0,1,133.65,0.00,0.00,0.00,0,3.00,2,195.61,0,2,0,java.lang.Object,0.00,0,0,4,0,0,1,0,2,51,1
"","org.joda.time","TestDateTimeUtils$Policy_0",2,0.00,1.00,6,0.04,567.41,2,0,17,2,0,133.89,0,9,4.00,0,1,133.89,0.00,0.00,0.00,0,2.00,1,111.61,0,1,0,java.lang.Object,0.00,0,0,2,0,0,1,0,1,30,1
"","org.joda.time","TestDateTimeZone",58,0.01,1.53,679,11.41,589036.37,71,13,29,59,13,150.50,102,817,27.00,1,2,100.50,0.00,0.50,0.07,1,818.00,6,34238.47,5,1,12,junit.framework.TestCase,0.00,1,1,89,0,1,57,0,89,6621,1
"","org.joda.time","TestDateTimeZone$DateTimeZone",7,0.00,1.00,15,0.07,590.31,7,0,29,7,0,144.60,0,23,3.00,0,1,144.60,0.00,0.00,0.00,0,7.00,1,220.28,0,7,0,java.lang.Object,0.00,0,0,7,0,0,0,0,0,68,1
"","org.joda.time","TestDateTimeZone$MockBadUTCProvider",2,0.00,1.00,8,0.05,814.38,2,0,29,2,2,127.99,0,11,4.00,0,1,127.99,0.00,0.00,0.00,0,2.00,1,146.71,0,2,2,java.lang.Object,0.00,0,0,2,0,0,0,1,0,41,1
"","org.joda.time","TestDateTimeZone$MockDateTimeZone",8,0.00,1.00,17,0.09,673.31,8,0,29,8,1,144.61,0,26,3.00,0,2,144.61,0.00,0.50,0.00,0,8.00,1,258.28,0,7,1,org.joda.time.DateTimeZone,0.22,0,1,8,0,0,1,0,1,82,1
"","org.joda.time","TestDateTimeZone$MockEmptyIDSProvider",2,0.00,1.00,5,0.02,186.15,2,0,29,2,2,144.27,0,8,3.00,0,1,144.27,0.00,0.00,0.00,0,2.00,1,72.92,0,2,2,java.lang.Object,0.00,0,0,2,0,0,0,1,0,24,1
"","org.joda.time","TestDateTimeZone$MockNoUTCProvider",2,0.00,1.00,7,0.04,570.77,2,0,29,2,2,133.87,0,10,4.00,0,1,133.87,0.00,0.00,0.00,0,2.00,1,121.17,0,2,2,java.lang.Object,0.00,0,0,2,0,0,0,1,0,35,1
"","org.joda.time","TestDateTimeZone$MockNullIDSProvider",2,0.00,1.00,5,0.02,151.05,2,0,29,2,2,144.98,0,8,2.00,0,1,144.98,0.00,0.00,0.00,0,2.00,1,65.22,0,2,2,java.lang.Object,0.00,0,0,2,0,0,0,1,0,22,1
"","org.joda.time","TestDateTimeZone$MockOKButNullNameProvider",2,0.00,1.00,5,0.04,330.65,2,0,29,2,1,142.30,0,8,5.00,0,1,142.30,0.00,0.00,0.00,0,2.00,1,108.38,0,2,1,java.lang.Object,0.00,0,0,2,0,0,0,1,0,32,1
"","org.joda.time","TestDateTimeZone$MockOKProvider",2,0.00,1.00,8,0.05,880.78,2,0,29,2,2,127.72,0,11,5.00,0,1,127.72,0.00,0.00,0.00,0,2.00,1,155.00,0,2,2,java.lang.Object,0.00,0,0,2,0,0,0,1,0,43,1
"","org.joda.time","TestDateTimeZone$Policy",3,0.00,1.33,10,0.07,894.08,3,0,29,3,0,133.65,1,15,4.00,0,1,133.65,0.00,0.00,0.00,0,3.00,2,195.61,0,2,0,java.lang.Object,0.00,0,0,4,0,0,1,0,2,51,1
"","org.joda.time","TestDateTimeZone$Policy_0",2,0.00,1.00,6,0.04,567.41,2,0,29,2,0,133.89,0,9,4.00,0,1,133.89,0.00,0.00,0.00,0,2.00,1,111.61,0,1,0,java.lang.Object,0.00,0,0,2,0,0,1,0,1,30,1
"","org.joda.time","TestDateTimeZone$Policy_1",3,0.00,1.00,8,0.09,1441.56,3,0,29,3,0,138.65,0,15,18.00,0,1,138.65,0.00,0.00,0.00,0,3.00,1,255.22,0,2,0,java.lang.Object,0.00,0,0,3,0,0,1,0,1,62,2
"","org.joda.time","TestDateTimeZone$TimeZone",6,1.00,1.00,13,0.09,919.10,7,1,29,6,0,142.56,0,26,10.00,0,1,142.56,0.00,0.00,0.00,0,6.00,1,270.82,0,5,0,java.lang.Object,0.00,0,0,6,0,0,1,0,0,78,3
"","org.joda.time","TestDateTimeZoneCutover",131,0.01,1.12,886,13.14,295224.29,148,17,4,133,14,115.54,82,1070,21.00,1,2,115.54,0.00,0.50,0.05,4,8822.00,3,39413.40,5,1,13,junit.framework.TestCase,0.00,2,1,147,0,2,130,0,48,8216,1
"","org.joda.time","TestDateTime_Basics",96,0.03,1.15,880,13.87,566511.04,115,19,22,99,33,105.68,44,1008,21.00,1,2,105.68,0.00,0.50,0.09,2,2520.00,3,41615.52,4,1,32,junit.framework.TestCase,0.00,3,1,110,0,3,95,0,32,8562,1
"","org.joda.time","TestDateTime_Basics$DateTimeFieldType",3,1.00,1.00,8,0.05,471.55,4,1,22,3,5,142.47,0,12,4.00,0,1,142.47,0.00,0.00,0.00,1,3.00,1,148.62,0,3,5,java.lang.Object,0.00,0,0,3,0,0,0,0,0,44,3
"","org.joda.time","TestDateTime_Basics$MockEqualsChronology",5,1.00,1.00,12,0.06,469.55,6,1,22,5,3,144.24,0,18,3.00,0,3,144.24,0.00,0.67,0.00,0,5.00,1,175.26,0,5,3,org.joda.time.chrono.BaseChronology,0.09,0,2,5,0,0,0,0,0,55,0
"","org.joda.time","TestDateTime_Basics$MockInstant",3,0.00,1.00,7,0.03,188.00,3,0,22,3,2,145.62,0,11,1.00,0,2,145.62,0.00,0.50,0.00,0,5.00,1,80.00,0,3,2,org.joda.time.base.AbstractInstant,0.06,0,1,3,0,0,0,0,0,28,0
"","org.joda.time","TestDateTime_Constructors",68,0.00,1.41,407,5.89,177769.85,77,9,10,69,13,157.82,169,525,22.00,1,2,117.94,0.00,0.50,0.11,1,1010.00,8,17683.62,2,1,12,junit.framework.TestCase,0.00,1,1,96,0,1,67,0,85,3734,1
"","org.joda.time","TestDateTime_Properties",84,0.07,1.29,1013,19.66,766992.65,94,10,6,86,14,99.50,46,1136,33.00,1,2,99.50,0.00,0.50,0.03,1,1038.00,3,58973.57,3,1,13,junit.framework.TestCase,0.00,2,1,108,0,2,83,0,38,11475,1
"","org.joda.time","TestDays",34,0.97,1.38,254,3.82,116325.43,35,1,6,35,20,111.57,33,316,25.00,1,2,111.57,0.00,0.50,0.06,1,94.00,3,11451.21,3,1,19,junit.framework.TestCase,0.00,1,1,47,0,1,33,0,27,2434,1
"","org.joda.time","TestDurationField",6,0.00,1.17,19,0.25,7555.24,6,0,3,6,3,178.75,6,27,6.00,1,2,128.75,0.00,0.50,0.00,1,6.00,2,752.49,2,1,2,junit.framework.TestCase,0.00,0,1,7,0,0,5,0,2,171,1
"","org.joda.time","TestDurationFieldType",20,0.00,1.05,109,1.83,45872.10,20,0,8,20,3,118.45,7,131,49.00,1,2,118.45,0.00,0.50,0.00,3,20.00,2,5494.16,4,2,2,junit.framework.TestCase,0.00,0,1,21,0,0,18,0,3,1261,1
"","org.joda.time","TestDuration_Basics",72,0.10,1.08,508,7.88,328487.38,81,9,12,73,17,110.64,53,656,28.00,1,2,110.64,0.00,0.50,0.02,1,274.00,2,23645.05,4,1,16,junit.framework.TestCase,0.00,1,1,78,0,1,71,0,46,4972,1
"","org.joda.time","TestDuration_Basics$MockDuration",2,0.00,1.00,7,0.03,219.03,3,1,12,2,1,137.14,0,10,0.00,0,2,137.14,0.00,0.50,1.00,0,0.00,1,86.84,0,1,1,org.joda.time.base.AbstractDuration,0.00,0,1,2,0,0,1,0,0,28,0
"","org.joda.time","TestDuration_Basics$MockMutableDuration",2,0.00,1.00,5,0.03,234.15,2,0,12,2,1,143.48,0,8,0.00,0,3,143.48,0.00,0.67,0.00,0,2.00,1,81.19,1,0,1,org.joda.time.base.BaseDuration,0.11,0,2,2,0,0,2,0,0,27,1
"","org.joda.time","TestDuration_Constructors",27,0.07,1.15,144,2.28,63013.74,37,10,4,28,8,168.37,35,199,24.00,1,2,118.37,0.00,0.50,0.04,1,111.00,2,6827.72,3,1,7,junit.framework.TestCase,0.00,1,1,31,0,1,26,0,24,1447,1
"","org.joda.time.chrono","TestEthiopicChronology",24,0.05,1.42,440,8.97,804734.14,37,13,13,26,12,88.46,21,479,34.00,1,2,88.46,0.00,0.50,0.12,1,180.00,10,26910.20,3,1,12,junit.framework.TestCase,0.00,2,1,34,0,2,23,0,16,4910,1
"","org.joda.time.field","TestFieldUtils",10,0.00,4.10,186,2.70,214894.73,10,0,3,10,2,89.74,9,259,35.00,1,2,89.74,0.00,0.50,0.00,1,10.00,7,8112.45,2,1,1,junit.framework.TestCase,0.00,0,1,41,0,0,9,0,5,1708,1
"","org.joda.time.tz","TestFixedDateTimeZone",10,0.89,1.10,52,0.71,21943.21,11,1,5,10,3,118.59,6,64,15.00,1,2,118.59,0.00,0.50,0.20,2,22.00,2,2131.46,1,2,2,junit.framework.TestCase,0.00,0,1,11,0,0,8,0,4,469,1
"","org.joda.time.chrono.gj","TestGJChronology",44,0.42,1.11,94,0.85,16463.36,46,2,5,44,16,189.48,83,143,10.00,11,2,139.48,1.00,0.25,0.09,18,214.00,3,2535.70,0,43,12,org.joda.time.BaseChronology,0.00,0,1,49,2,0,1,0,24,696,1
"","org.joda.time.chrono","TestGJChronology",36,0.04,1.28,374,6.71,287550.18,44,8,17,37,15,102.91,28,433,29.00,1,2,102.91,0.00,0.50,0.09,3,252.00,3,20127.87,3,1,14,junit.framework.TestCase,0.00,1,1,46,0,1,35,0,25,3978,2
"","org.joda.time.chrono","TestGJDate",18,0.35,1.06,63,0.87,15930.70,19,1,6,19,7,129.98,10,84,18.00,1,2,129.98,0.00,0.50,0.67,1,0.00,2,2598.09,2,1,6,junit.framework.TestCase,0.00,1,1,19,0,1,17,0,7,598,1
"","org.joda.time.chrono.gj","TestGJDateTimeField",4,1.00,1.00,10,0.07,702.97,5,1,2,4,10,192.09,4,14,1.00,7,4,142.09,2.75,0.20,0.25,1,6.00,1,202.46,0,3,3,org.joda.time.field.ImpreciseDateTimeField,0.10,0,3,4,11,0,1,0,1,61,1
"","org.joda.time.chrono.gj","TestGJDayOfMonthField",10,0.00,1.10,25,0.29,5504.25,10,0,2,10,5,138.17,4,39,14.00,2,5,138.17,0.20,0.67,0.00,1,0.00,2,857.94,0,9,4,org.joda.time.chrono.gj.TestGJDateTimeField,0.35,0,4,11,1,0,1,0,1,214,0
"","org.joda.time.chrono.gj","TestGJDayOfWeekField",8,0.00,1.12,20,0.17,2639.16,8,0,2,8,4,139.91,4,30,4.00,1,5,139.91,0.00,0.80,0.00,2,14.00,2,503.75,0,7,4,org.joda.time.chrono.gj.TestGJDateTimeField,0.28,0,4,9,0,0,1,0,1,137,0
"","org.joda.time.chrono.gj","TestGJDayOfYearField",10,0.00,1.00,22,0.22,3508.00,10,0,2,10,4,139.73,4,35,9.00,1,5,139.73,0.00,0.80,0.00,2,10.00,1,659.26,0,9,4,org.joda.time.chrono.gj.TestGJDateTimeField,0.35,0,4,10,0,0,1,0,1,177,0
"","org.joda.time.chrono.gj","TestGJMonthOfYearField",11,0.00,1.27,40,0.51,20167.52,11,0,2,11,5,127.45,6,57,19.00,2,5,127.45,0.20,0.67,0.00,2,0.00,3,1541.99,0,10,4,org.joda.time.chrono.gj.TestGJDateTimeField,0.39,0,4,14,1,0,1,0,3,346,0
"","org.joda.time.chrono.gj","TestGJWeekOfWeekyearField",9,0.00,1.00,24,0.27,5119.40,9,0,2,9,4,138.08,5,36,15.00,1,5,138.08,0.00,0.80,0.00,1,0.00,1,819.08,0,8,4,org.joda.time.chrono.gj.TestGJDateTimeField,0.32,0,4,9,0,0,1,0,2,207,0
"","org.joda.time.chrono.gj","TestGJWeekyearField",11,0.00,1.18,29,0.31,7859.42,11,0,2,11,5,137.26,5,44,10.00,2,5,137.26,0.20,0.67,0.00,2,5.00,3,944.29,0,10,4,org.joda.time.chrono.gj.TestGJDateTimeField,0.39,0,4,13,1,0,1,0,2,233,0
"","org.joda.time.chrono.gj","TestGJYearField",11,0.00,1.09,27,0.29,8056.95,11,0,2,11,5,137.19,4,41,10.00,2,5,137.19,0.20,0.67,0.00,3,16.00,2,876.86,0,10,4,org.joda.time.chrono.gj.TestGJDateTimeField,0.39,0,4,12,1,0,1,0,1,220,0
"","org.joda.time.chrono","TestGregorianChronology",19,0.03,1.11,232,4.26,220368.95,27,8,11,20,9,98.72,9,258,25.00,1,2,98.72,0.00,0.50,0.15,1,64.00,3,12772.83,3,1,8,junit.framework.TestCase,0.00,1,1,21,0,1,18,0,4,2497,2
